timestamp,x (in microteslas),y (in microteslas),z (in microteslas)
1454978666.644524,178.469635,116.786560,-696.072998
1454978666.664544,177.944611,116.784775,-696.000977
1454978666.684594,178.393250,116.486389,-695.997437
1454978666.704613,178.169266,116.710571,-695.999451
1454978666.724663,177.793091,116.484558,-695.700745
1454978666.744683,179.220383,116.939072,-696.219360
1454978666.764733,177.867981,116.409378,-696.150024
1454978666.784783,178.018860,116.635208,-695.849976
1454978666.804833,177.568512,116.558609,-695.852234
1454978666.824883,178.019302,116.709976,-696.075256
1454978666.844964,178.695206,116.861908,-696.522034
1454978666.865014,178.019012,116.634918,-696.150024
1454978666.885033,177.943588,116.559784,-696.000122
1454978666.905053,177.793777,116.634552,-695.701233
1454978666.925103,178.019196,116.710205,-695.850281
1454978666.945153,178.844055,116.637680,-696.295410
1454978666.965203,177.868652,116.559387,-696.150574
1454978666.985222,178.094986,116.860229,-696.075378
1454978667.005272,177.944275,116.709778,-696.000671
1454978667.025292,177.643890,116.633804,-695.927063
1454978667.045342,178.845078,116.862671,-696.296204
1454978667.065392,178.017487,116.335205,-695.848938
1454978667.085412,178.094009,116.635178,-696.149536
1454978667.105462,177.870026,116.859375,-696.151611
1454978667.125512,177.944565,116.784851,-695.925964
1454978667.145562,178.845306,116.937881,-696.071472
1454978667.165612,178.168243,116.485580,-695.998657
1454978667.185662,178.319183,116.711258,-695.848633
1454978667.205681,178.017593,116.334976,-696.073975
1454978667.225731,178.395065,116.861160,-696.223694
1454978667.245782,178.694397,116.712143,-696.296509
1454978667.265832,178.169296,116.710495,-696.074463
1454978667.285882,178.318954,116.636032,-696.073364
1454978667.305932,178.168503,116.560730,-695.848877
1454978667.325982,178.843643,116.562836,-696.145142
1454978667.346032,179.292389,116.264191,-696.366577
1454978667.366082,179.140808,115.964127,-695.916382
1454978667.386101,179.140625,115.964508,-695.541382
1454978667.406121,179.364655,115.740143,-695.689392
1454978667.426171,180.490082,115.818970,-695.833374
1454978667.446190,180.338364,115.443436,-695.832886
1454978667.466210,179.885895,114.917084,-695.608582
1454978667.486260,180.859451,114.620621,-695.527100
1454978667.506280,180.934021,114.546097,-695.301453
1454978667.526330,182.356598,114.026154,-695.291748
1454978667.546349,182.431656,114.026337,-695.366333
1454978667.566369,181.978790,113.425049,-695.066711
1454978667.586419,182.428070,113.276718,-694.988647
1454978667.606469,182.652145,113.052292,-695.211670
1454978667.626494,183.477325,113.130524,-694.907349
1454978667.646544,183.477722,113.205444,-694.982605
1454978667.666563,183.177322,113.129456,-694.908997
1454978667.686613,182.652328,113.127594,-694.911926
1454978667.706633,182.951630,112.978729,-694.834717
1454978667.726683,183.551987,113.055786,-694.906677
1454978667.746703,183.551346,112.905701,-694.981140
1454978667.766753,182.800491,112.753418,-694.609741
1454978667.786772,182.725830,112.828156,-694.610474
1454978667.806822,182.425873,112.827011,-694.687134
1454978667.826842,183.476700,112.980453,-694.981812
1454978667.846861,183.477036,113.055450,-694.982056
1454978667.866911,182.651306,112.902588,-694.911133
1454978667.886931,182.575333,112.677261,-694.985718
1454978667.906950,182.201279,112.901062,-694.838623
1454978667.927000,183.476990,113.055527,-694.907104
1454978667.947050,183.701645,112.981323,-694.905579
1454978667.967101,182.950943,112.828720,-694.834229
1454978667.987151,182.799835,112.603348,-694.684265
1454978668.007201,182.646851,111.927658,-694.832703
1454978668.027220,183.770889,111.706512,-694.975708
1454978668.047270,183.544937,111.480576,-695.126099
1454978668.067290,183.316849,110.804779,-695.125000
1454978668.087309,183.089035,110.204224,-694.899170
1454978668.107359,183.533752,109.005447,-695.267456
1454978668.127409,184.128891,107.957718,-695.110413
1454978668.147459,184.649002,106.834152,-695.553589
1454978668.167509,184.042038,105.256668,-695.926392
1454978668.187560,184.935577,103.834793,-695.991333
1454978668.207610,185.530029,102.561417,-696.508545
1454978668.227660,187.174179,101.292343,-696.419922
1454978668.247710,187.018112,99.941666,-696.566040
1454978668.267729,187.838379,98.894531,-696.632751
1454978668.287749,188.809692,98.072861,-696.774475
1454978668.307799,189.780304,97.101166,-696.915649
1454978668.327818,191.204071,96.805908,-697.206665
1454978668.347868,190.976547,96.280411,-696.906128
1454978668.367918,191.573700,95.607101,-697.350342
1454978668.387938,192.248291,95.534576,-697.271362
1454978668.407957,192.547272,95.310623,-697.268921
1454978668.428008,193.673431,95.539307,-697.563477
1454978668.448027,192.847061,95.236465,-697.492004
1454978668.468047,192.921768,95.161575,-697.641296
1454978668.488097,193.069885,94.787491,-697.264160
1454978668.508116,194.042557,94.265793,-697.406921
1454978668.528136,195.618408,94.421005,-697.773682
1454978668.548186,195.617645,94.271149,-697.623169
1454978668.568236,195.540649,93.820801,-697.697021
1454978668.588286,195.989517,93.597641,-697.468750
1454978668.608336,196.438034,93.299454,-697.240234
1454978668.628355,197.938538,93.379379,-697.607178
1454978668.648405,198.686478,92.932037,-697.601440
1454978668.668455,199.135315,92.708954,-697.298157
1454978668.688506,199.584808,92.560165,-697.670105
1454978668.708556,199.660385,92.710648,-697.445251
1454978668.728606,200.560043,92.638840,-697.440002
1454978668.748625,199.958801,92.412155,-696.992554
1454978668.768675,201.006973,92.041122,-696.760437
1454978668.788695,200.857895,92.265808,-696.537048
1454978668.808745,201.156754,92.042084,-696.309570
1454978668.828764,202.207535,92.195587,-696.529297
1454978668.848784,201.905426,91.820328,-695.704712
1454978668.868834,202.130203,91.821579,-695.253479
1454978668.888884,202.505829,92.048737,-694.427185
1454978668.908903,203.105347,91.976074,-694.198608
1454978668.928954,204.379761,91.906113,-693.666321
1454978668.948973,204.229919,92.056625,-692.617737
1454978668.969023,204.903107,91.759903,-691.712952
1454978668.989073,205.278946,92.138016,-689.912292
1454978669.009093,206.403305,92.143250,-688.631104
1454978669.029143,207.754898,92.674606,-687.050537
1454978669.049162,207.828171,92.527008,-684.874695
1454978669.069212,208.504211,92.754333,-684.946716
1454978669.089262,208.053497,92.602814,-684.873718
1454978669.109282,208.429947,92.903976,-685.022705
1454978669.129332,209.179688,92.831421,-685.243225
1454978669.149382,208.578445,92.604752,-684.795776
1454978669.169432,209.027237,92.381699,-684.417542
1454978669.189482,209.027557,92.456772,-684.342773
1454978669.209532,209.328842,92.757996,-684.192200
1454978669.229552,210.302856,92.536362,-684.260986
1454978669.249602,209.627518,92.534653,-683.589783
1454978669.269652,209.851974,92.460892,-683.138306
1454978669.289671,210.152176,92.537170,-682.911865
1454978669.309721,210.903656,92.839600,-683.133789
1454978669.329771,211.204361,92.990585,-683.207642
1454978669.349821,210.076813,92.461990,-682.837036
1454978669.369841,210.151810,92.462250,-682.836609
1454978669.389891,209.852127,92.536270,-682.763550
1454978669.409911,210.752747,92.689545,-682.684082
1454978669.429930,210.678421,92.763596,-683.359741
1454978669.449980,210.452942,92.688095,-683.060730
1454978669.470030,210.377731,92.688278,-682.611206
1454978669.490080,210.002869,92.686661,-682.913208
1454978669.510130,210.979263,92.990021,-682.983887
1454978669.530150,211.128311,92.765411,-683.132263
1454978669.550169,209.928101,92.761612,-682.688965
1454978669.570219,210.077835,92.686996,-682.837830
1454978669.590269,210.227509,92.612457,-682.911743
1454978669.610320,209.402954,92.684372,-683.066528
1454978669.630370,211.128647,92.840408,-683.132507
1454978669.650420,210.527145,92.538574,-682.834839
1454978669.670470,210.301788,92.462860,-682.760803
1454978669.690520,209.777161,92.535919,-682.838989
1454978669.710600,210.905029,93.139603,-683.134827
1454978669.730650,210.677399,92.614273,-682.684265
1454978669.750700,210.453583,92.838165,-682.986267
1454978669.770750,210.604553,93.063766,-682.911255
1454978669.790770,210.303070,92.763000,-682.611877
1454978669.810820,210.903778,92.915054,-682.684082
1454978669.830840,209.551971,92.535492,-682.465210
1454978669.850859,210.452637,92.613022,-683.135498
1454978669.870909,210.152908,92.687103,-682.987427
1454978669.890929,210.302078,92.537933,-682.686035
1454978669.910979,210.979294,92.989944,-683.058899
1454978669.931029,210.902832,92.689911,-682.833252
1454978669.951079,210.379608,93.062897,-682.987488
1454978669.971129,210.076782,92.462067,-682.762085
1454978669.991179,210.677109,92.539185,-682.758972
1454978670.011229,211.053879,92.915359,-682.908203
1454978670.031279,210.227859,92.687454,-682.911987
1454978670.051329,210.451157,92.313248,-682.909424
1454978670.071349,210.303101,92.762939,-682.686890
1454978670.091368,210.453140,92.763397,-682.760986
1454978670.111418,211.128998,92.915405,-683.132812
1454978670.131468,210.527328,92.613876,-682.535095
1454978670.151488,210.452759,92.688477,-682.685730
1454978670.171538,210.452667,92.612946,-683.210449
1454978670.191557,210.227753,92.687683,-682.687012
1454978670.211577,211.128952,92.915482,-683.057800
1454978670.231627,210.302383,92.613007,-682.611328
1454978670.251646,210.452408,92.613480,-682.685486
1454978670.271696,210.302078,92.537933,-682.686035
1454978670.291747,210.227829,92.687531,-682.836975
1454978670.311766,211.129623,93.065475,-683.058350
1454978670.331816,210.453857,92.913315,-682.836548
1454978670.351836,210.228470,92.837601,-682.762512
1454978670.371886,210.451889,92.463165,-682.984985
1454978670.391936,210.452179,92.538239,-682.910217
1454978670.411955,210.978928,92.915024,-682.983643
1454978670.431975,210.454224,92.988235,-682.911804
1454978670.452025,210.152863,92.687180,-682.912415
1454978670.472044,210.153091,92.762405,-682.687683
1454978670.492064,210.227478,92.612534,-682.836731
1454978670.512083,210.903656,92.839600,-683.133789
1454978670.532133,210.452835,92.688324,-682.835754
1454978670.552184,210.302521,92.612717,-682.911316
1454978670.572203,210.452408,92.613480,-682.685486
1454978670.592253,210.003891,92.911652,-682.914062
1454978670.612273,211.053680,92.840057,-683.207947
1454978670.632292,210.529236,93.064163,-682.236694
1454978670.652312,210.528458,92.914383,-682.011169
1454978670.672362,210.978668,92.991211,-681.783936
1454978670.692412,210.976852,92.616455,-681.557617
1454978670.712462,212.479309,93.146606,-681.701172
1454978670.732481,211.352737,92.843063,-681.256348
1454978670.752501,211.727386,92.769394,-681.254028
1454978670.772551,211.652054,92.694122,-681.254150
1454978670.792570,211.802689,92.844727,-681.178833
1454978670.812621,212.328079,92.921509,-681.251221
1454978670.832671,211.727234,92.769699,-680.954041
1454978670.852721,211.652725,92.844116,-681.254700
1454978670.872740,211.502609,92.843826,-681.030518
1454978670.892790,211.728561,93.069763,-680.880127
1454978670.912810,212.553436,92.997223,-681.325195
1454978670.932829,212.103226,92.996094,-680.877747
1454978670.952879,212.027344,92.770523,-681.177368
1454978670.972899,211.652130,92.769638,-680.729492
1454978670.992949,213.003723,93.149643,-680.498291
1454978671.012968,213.303680,93.150787,-680.421631
1454978671.033018,213.152084,92.850693,-679.971436
1454978671.053069,212.701447,92.699036,-680.048401
1454978671.073088,212.927368,92.925049,-679.822937
1454978671.093138,213.979401,93.378769,-679.818726
1454978671.113158,214.054047,93.304031,-679.818054
1454978671.133208,213.529663,93.452316,-679.671509
1454978671.153258,213.604324,93.377594,-679.670776
1454978671.173308,213.679886,93.528061,-679.445923
1454978671.193327,214.355576,93.604797,-680.117432
1454978671.213347,214.355499,93.604950,-679.967407
1454978671.233397,213.379440,93.376556,-679.897034
1454978671.253447,213.453613,93.227127,-679.596130
1454978671.273497,213.154327,93.375992,-679.673279
1454978671.293517,214.054733,93.454025,-679.818604
1454978671.313567,214.280533,93.604599,-680.042847
1454978671.333617,213.229507,93.375885,-680.047852
1454978671.353636,212.929031,93.300125,-679.749268
1454978671.373686,213.227768,93.000961,-679.971558
1454978671.393706,213.755569,93.602661,-680.120728
1454978671.413756,213.604889,93.452133,-680.121033
1454978671.433806,213.229202,93.300812,-680.122559
1454978671.453856,213.379486,93.376480,-679.972046
1454978671.473875,213.004822,93.450150,-679.974365
1454978671.493895,212.479248,93.298080,-680.201721
1454978671.513945,213.755173,93.527725,-680.045471
1454978671.533965,212.780121,93.524429,-679.900879
1454978671.553984,212.627167,92.848679,-680.124329
1454978671.574065,213.002441,92.925156,-679.972534
1454978671.594115,213.529510,93.376938,-680.046204
1454978671.614165,213.678711,93.227707,-679.819824
1454978671.634215,212.777603,92.999725,-679.599060
1454978671.654234,212.852737,92.999710,-679.898621
1454978671.674254,213.003647,93.225464,-679.673584
1454978671.694304,213.603531,93.152145,-680.119995
1454978671.714323,213.301910,92.851593,-679.595642
1454978671.734373,212.701645,92.774338,-679.748657
1454978671.754393,212.700470,92.549622,-679.447876
1454978671.774413,212.852402,92.924713,-679.898376
1454978671.794463,213.603485,93.152222,-680.044983
1454978671.814482,213.151413,92.700699,-679.970886
1454978671.834532,212.702042,92.849182,-679.898926
1454978671.854552,212.850998,92.624802,-679.822327
1454978671.874602,212.552551,92.999008,-679.525269
1454978671.894621,213.753479,93.152740,-680.044189
1454978671.914641,212.551682,92.773727,-679.824524
1454978671.934691,213.076370,92.700516,-679.896362
1454978671.954710,212.701370,92.699188,-679.898438
1454978671.974760,212.477371,92.923462,-679.825439
1454978671.994780,213.453644,93.151398,-680.345825
1454978672.014799,212.702087,92.849106,-679.973938
1454978672.034819,212.852371,92.924789,-679.823364
1454978672.054839,212.627335,92.924057,-679.749634
1454978672.074889,213.377396,92.926559,-679.895447
1454978672.094908,213.529739,93.452164,-679.821472
1454978672.114928,212.928543,93.225418,-679.449036
1454978672.134978,213.526489,92.777542,-679.444092
1454978672.154997,213.227203,92.926407,-679.521301
1454978672.175047,213.302185,92.926743,-679.445923
1454978672.195067,213.902588,93.003708,-679.592834
1454978672.215086,212.926193,92.700348,-679.522156
1454978672.235136,213.076797,92.851028,-679.371887
1454978672.255186,213.076752,92.851105,-679.296875
1454978672.275237,212.925659,92.625732,-679.146912
1454978672.295287,214.127350,92.929291,-679.816284
1454978672.315337,213.300781,92.626831,-679.369873
1454978672.335387,212.925476,92.550415,-679.446655
1454978672.355437,213.376495,92.777008,-679.444946
1454978672.375487,213.301193,92.701675,-679.520081
1454978672.395537,213.977921,93.078979,-679.592651
1454978672.415556,213.377853,93.076996,-679.446045
1454978672.435606,213.152405,93.001434,-679.221985
1454978672.455626,213.301468,92.776825,-679.370361
1454978672.475645,213.227509,93.001480,-679.446533
1454978672.495695,213.828278,93.153458,-679.593750
1454978672.515715,213.151749,92.851364,-679.296448
1454978672.535735,213.151794,92.851288,-679.371460
1454978672.555754,213.452103,92.927429,-679.295044
1454978672.575804,212.852081,92.925385,-679.223389
1454978672.595854,214.129288,93.379501,-679.592896
1454978672.615877,213.300781,92.626831,-679.369873
1454978672.635927,213.226120,92.701569,-679.370483
1454978672.655977,213.001724,92.850906,-679.222290
1454978672.676027,213.301468,92.776825,-679.370361
1454978672.696077,214.051926,92.854187,-679.666504
1454978672.716127,213.451416,92.777435,-679.294556
1454978672.736178,213.000107,92.475754,-679.370972
1454978672.756228,213.376129,92.702087,-679.369690
1454978672.776278,212.927292,92.925201,-679.672974
1454978672.796328,214.202347,92.929565,-679.815918
1454978672.816347,213.301132,92.701828,-679.370117
1454978672.836397,213.526123,92.702621,-679.368835
1454978672.856417,213.376907,92.851852,-679.595215
1454978672.876436,213.527588,93.002380,-679.594910
1454978672.896486,213.602325,92.927521,-679.744202
1454978672.916506,213.225876,92.626343,-679.595215
1454978672.936525,213.600464,92.552811,-679.442932
1454978672.956545,213.001160,92.700684,-679.446777
1454978672.976595,214.126892,92.854507,-679.591064
1454978672.996645,213.602997,93.077515,-679.744751
1454978673.016695,213.000778,92.625763,-679.371521
1454978673.036745,213.377151,92.927078,-679.370483
1454978673.056795,213.076309,92.700668,-679.746338
1454978673.076845,213.978119,93.154297,-679.292969
1454978673.096895,214.203934,93.304779,-679.592224
1454978673.116945,213.677170,92.928070,-679.443848
1454978673.136995,213.152481,93.001282,-679.371948
1454978673.157015,213.376419,92.777161,-679.294983
1454978673.177065,213.979919,93.529053,-679.519287
1454978673.197085,214.052917,93.079239,-679.592285
1454978673.217104,213.752197,92.928253,-679.518433
1454978673.237154,213.751480,92.778336,-679.442871
1454978673.257174,213.228500,93.226562,-679.372375
1454978673.277193,213.828003,93.078308,-679.743530
1454978673.297243,214.278610,93.230042,-679.591553
1454978673.317263,213.152252,92.926056,-679.596680
1454978673.337313,213.227539,93.001404,-679.521545
1454978673.357332,213.227142,92.926559,-679.371338
1454978673.377352,212.551529,92.774017,-679.524536
1454978673.397402,213.978531,93.229141,-679.443237
1454978673.417452,213.376465,92.777084,-679.369995
1454978673.437471,213.225769,92.626572,-679.370239
1454978673.457491,213.677200,92.927994,-679.518799
1454978673.477541,214.277252,92.930038,-679.590454
1454978673.497561,213.977066,92.929367,-679.217163
1454978673.517580,213.377487,93.002075,-679.370728
1454978673.537630,213.452103,92.927429,-679.295044
1454978673.557650,213.601959,92.928253,-678.994263
1454978673.577669,214.203781,93.305084,-679.292236
1454978673.597689,213.828171,93.153687,-679.368774
1454978673.617739,213.452850,93.077271,-679.445618
1454978673.637758,213.302155,92.926819,-679.370911
1454978673.657778,213.227509,93.001480,-679.446533
1454978673.677828,214.203674,93.229645,-679.741943
1454978673.697878,213.676987,92.928452,-679.068848
1454978673.717928,213.751328,92.778641,-679.142883
1454978673.737978,213.676178,92.703003,-679.518005
1454978673.758028,213.226334,92.776794,-679.145813
1454978673.778078,214.128372,93.154297,-679.817139
1454978673.798098,213.152771,93.076355,-679.297241
1454978673.818148,213.452255,92.927124,-679.595093
1454978673.838167,212.926422,92.775574,-679.297485
1454978673.858187,213.452408,93.002502,-679.220337
1454978673.878206,214.203674,93.229645,-679.741943
1454978673.898256,213.152359,93.001511,-679.146973
1454978673.918276,213.452286,92.927063,-679.670044
1454978673.938295,213.601151,92.702820,-679.443420
1454978673.958345,213.228165,93.151566,-679.372070
1454978673.978396,214.052536,93.004318,-679.516968
1454978673.998446,213.452209,92.927200,-679.520081
1454978674.018496,213.526489,92.777542,-679.444092
1454978674.038546,213.451462,92.777359,-679.369568
1454978674.058565,213.451675,92.852585,-679.144836
1454978674.078615,214.203262,93.154785,-679.591675
1454978674.098635,213.676117,92.703156,-679.368042
1454978674.118685,213.302078,92.926971,-679.220886
1454978674.138735,213.450394,92.552429,-679.293762
1454978674.158754,213.602020,92.928116,-679.144226
1454978674.178804,214.128021,93.079285,-679.816833
1454978674.198855,213.751587,92.778122,-679.667847
1454978674.218935,213.602142,92.927887,-679.369263
1454978674.238955,213.226334,92.776794,-679.145813
1454978674.259005,213.003128,93.150833,-679.298340
1454978674.279055,214.128265,93.154510,-679.592102
1454978674.299135,213.601120,92.702896,-679.368408
1454978674.319155,213.826233,92.703461,-679.592163
1454978674.339174,213.226791,92.851562,-679.371033
1454978674.359224,213.002075,92.925903,-679.222534
1454978674.379244,213.902283,92.928650,-679.667542
1454978674.399294,213.152283,92.925995,-679.671692
1454978674.419314,213.002151,92.925751,-679.372559
1454978674.439333,213.300262,92.552185,-678.994629
1454978674.459383,213.227585,93.001328,-679.596558
1454978674.479433,213.977142,92.929214,-679.367188
1454978674.499483,213.451828,92.852280,-679.444824
1454978674.519533,213.226746,92.851639,-679.296021
1454978674.539583,213.451752,92.852432,-679.294800
1454978674.559633,213.226898,92.851334,-679.596069
1454978674.579653,214.127655,93.004364,-679.741577
1454978674.599703,213.901154,92.703873,-679.441772
1454978674.619753,213.376526,92.776932,-679.519958
1454978674.639803,213.375366,92.552231,-679.219177
1454978674.659823,213.902405,93.004089,-679.217834
1454978674.679873,214.126480,92.779663,-679.440796
1454978674.699892,213.451797,92.852356,-679.369812
1454978674.719942,213.375656,92.627319,-679.144409
1454978674.739962,213.151154,92.701218,-679.445923
1454978674.760012,214.202606,93.004715,-679.666138
1454978674.780031,214.277145,92.930267,-679.365479
1454978674.800051,213.452148,92.927353,-679.370056
1454978674.820101,213.227142,92.926559,-679.371338
1454978674.840120,213.525772,92.627625,-679.368591
1454978674.860170,214.128159,93.154739,-679.367126
1454978674.880190,213.978943,93.303986,-679.593445
1454978674.900240,213.225937,92.701935,-678.995544
1454978674.920290,213.151459,92.776291,-679.371216
1454978674.940371,213.226120,92.701569,-679.370483
1454978674.960421,214.352249,92.930313,-679.590088
1454978674.980440,214.351334,92.780777,-679.139587
1454978675.000490,213.600616,92.628204,-679.068176
1454978675.020540,213.375473,92.552002,-679.444153
1454978675.040560,213.225998,92.701797,-679.145508
1454978675.060579,213.976593,92.778931,-679.666626
1454978675.080599,214.201447,92.780014,-679.365356
1454978675.100649,213.451080,92.702438,-679.294312
1454978675.120699,213.375473,92.552002,-679.444153
1454978675.140749,213.376129,92.702087,-679.369690
1454978675.160769,213.827179,92.928604,-679.442993
1454978675.180788,213.902252,92.928711,-679.592529
1454978675.200808,213.601074,92.702972,-679.293457
1454978675.220858,212.925552,92.625946,-678.921936
1454978675.240877,213.301468,92.776825,-679.370361
1454978675.260897,214.352280,92.930252,-679.665039
1454978675.280916,214.052536,93.004318,-679.516968
1454978675.300936,213.300705,92.626984,-679.219849
1454978675.320955,213.225098,92.476562,-679.369751
1454978675.340975,213.001007,92.700989,-679.146790
1454978675.360994,214.052399,93.004623,-679.217041
1454978675.381044,214.201447,92.780014,-679.365356
1454978675.401064,213.452148,92.927353,-679.370056
1454978675.421084,212.925293,92.550797,-679.071655
1454978675.441103,213.376129,92.702087,-679.369690
1454978675.461123,214.127838,93.079651,-679.441895
1454978675.481173,214.352142,92.930542,-679.365112
1454978675.501192,213.376389,92.777237,-679.219971
1454978675.521212,213.376083,92.702164,-679.294678
1454978675.541262,213.226791,92.851562,-679.371033
1454978675.561281,214.202087,92.930084,-679.290894
1454978675.581331,214.050964,92.704788,-679.065979
1454978675.601381,213.676712,92.853302,-679.218567
1454978675.621431,213.375031,92.477234,-679.218933
1454978675.641481,213.376083,92.702164,-679.294678
1454978675.661501,214.277847,93.080185,-679.441040
1454978675.681551,213.301086,92.701904,-679.295105
1454978675.701601,213.451126,92.702362,-679.369263
1454978675.721621,213.451126,92.702362,-679.369263
1454978675.741640,213.526047,92.702774,-679.218872
1454978675.761690,214.352249,92.930313,-679.590088
1454978675.781740,213.602020,92.928116,-679.144226
1454978675.801760,213.451492,92.777283,-679.444580
1454978675.821779,213.526794,92.852615,-679.369385
1454978675.841829,213.376724,92.852234,-679.220215
1454978675.861849,214.203262,93.154785,-679.591675
1454978675.881868,212.925659,92.625732,-679.146912
1454978675.901888,213.075623,92.626343,-679.071106
1454978675.921908,213.224945,92.476868,-679.069763
1454978675.941927,213.451721,92.852509,-679.219849
1454978675.961977,214.051453,92.779480,-679.366211
1454978675.981997,213.600998,92.703125,-679.143433
1454978676.002016,213.226227,92.701340,-679.595520
1454978676.022066,213.074707,92.401108,-679.295288
1454978676.042086,213.376999,92.927383,-679.070496
1454978676.062105,214.275833,92.630127,-679.514404
1454978676.082155,213.001007,92.700989,-679.146790
1454978676.102205,213.375839,92.626938,-679.519409
1454978676.122225,213.000443,92.550751,-679.371216
1454978676.142275,213.000137,92.475677,-679.445984
1454978676.162294,213.826462,92.778687,-679.367432
1454978676.182345,213.601120,92.702896,-679.368408
1454978676.202364,213.225052,92.476639,-679.294739
1454978676.222414,213.675201,92.477921,-679.592224
1454978676.242434,213.825363,92.553833,-679.216675
1454978676.262453,214.501816,92.855988,-679.438965
1454978676.282503,213.151382,92.776443,-679.221191
1454978676.302523,213.152542,93.001129,-679.521973
1454978676.322542,213.375443,92.552078,-679.369141
1454978676.342592,213.601456,92.777893,-679.368713
1454978676.362612,214.201843,92.854858,-679.515625
1454978676.382662,213.677139,92.928146,-679.368835
1454978676.402681,213.376495,92.777008,-679.444946
1454978676.422731,213.900803,92.628876,-679.441528
1454978676.442751,213.451233,92.702133,-679.594238
1454978676.462801,214.277176,92.930191,-679.440491
1454978676.482851,213.752136,92.928406,-679.368408
1454978676.502901,213.676117,92.703156,-679.368042
1454978676.522951,213.901154,92.703873,-679.441772
1454978676.542971,213.524185,92.252396,-679.592285
1454978676.562990,213.900772,92.628952,-679.366516
1454978676.583040,213.376465,92.777084,-679.369995
1454978676.603060,213.675125,92.478073,-679.442261
1454978676.623110,213.375061,92.477158,-679.293945
1454978676.643160,213.227142,92.926559,-679.371338
1454978676.663210,214.276230,92.705048,-679.589722
1454978676.683260,213.750305,92.553635,-679.142090
1454978676.703280,213.300705,92.626984,-679.219849
1454978676.723330,213.899597,92.328583,-679.740479
1454978676.743380,213.150497,92.475464,-680.195129
1454978676.763430,214.201767,92.779343,-680.040344
1454978676.783449,213.225906,92.550598,-680.344971
1454978676.803469,213.375305,92.400970,-680.493591
1454978676.823519,212.700073,92.171967,-682.146484
1454978676.843538,211.950867,92.016327,-685.149963
1454978676.863619,210.676285,91.783920,-688.081116
1454978676.883669,208.725357,91.324783,-690.340271
1454978676.903689,208.499588,90.947128,-692.215088
1454978676.923739,208.123978,90.644257,-693.791077
1454978676.943758,209.401855,91.172791,-694.760803
1454978676.963808,209.627914,91.247101,-696.259766
1454978676.983889,209.552139,91.021301,-696.784363
1454978677.003939,210.003494,91.247238,-697.457642
1454978677.023989,210.378448,91.172974,-698.055298
1454978677.044039,212.255005,91.554825,-697.821228
1454978677.064089,212.931030,91.706543,-698.492981
1454978677.084139,213.756485,91.784149,-698.788696
1454978677.104158,214.807556,92.012802,-698.858643
1454978677.124209,216.534698,92.468674,-699.075684
1454978677.144228,218.415009,93.599869,-699.519165
1454978677.164278,220.067368,94.055023,-700.186646
1454978677.184328,221.125198,95.783737,-700.186890
1454978677.204348,222.631531,97.138596,-700.633240
1454978677.224398,224.065613,99.093140,-701.082214
1454978677.244417,226.023849,100.899902,-701.227722
1454978677.264467,226.705917,102.401733,-701.754211
1454978677.284487,226.634903,103.301697,-701.532776
1454978677.304537,227.613037,103.979980,-701.679749
1454978677.324556,228.294540,105.407288,-701.755981
1454978677.344576,229.050064,106.609787,-701.906067
1454978677.364626,229.729599,107.586929,-702.130737
1454978677.384646,229.431229,107.961029,-701.983704
1454978677.404696,230.183609,108.488678,-701.981445
1454978677.424746,230.787918,109.466003,-701.756531
1454978677.444765,231.543488,110.668442,-701.981567
1454978677.464815,231.621628,111.343536,-702.133545
1454978677.484835,231.548386,111.718201,-702.210205
1454978677.504885,232.149460,111.945160,-702.357666
1454978677.524904,232.901520,112.473480,-701.680420
1454978677.544954,233.729614,113.151321,-701.753174
1454978677.564974,233.432388,113.750198,-701.831970
1454978677.585024,233.735321,114.350784,-702.282410
1454978677.605043,233.962341,114.801651,-702.207764
1454978677.625031,233.965073,115.401642,-702.209839
1454978677.645081,234.493408,116.153656,-702.059570
1454978677.665101,233.668243,116.075363,-702.438843
1454978677.685151,233.669846,116.450577,-702.215210
1454978677.705170,233.670456,116.600723,-702.065735
1454978677.725220,233.820526,116.601105,-702.214905
1454978677.745240,234.272522,117.052765,-702.138977
1454978677.765290,233.597977,117.125153,-702.367981
1454978677.785340,233.896667,116.826157,-702.440247
1454978677.805390,233.897263,116.976288,-702.290771
1454978677.825409,233.971588,116.826553,-702.289856
1454978677.845459,234.347565,117.052948,-702.213562
1454978677.865510,233.446823,116.899933,-702.067993
1454978677.885560,233.897644,117.051208,-702.366028
1454978677.905579,233.973709,117.276413,-702.441406
1454978677.925629,233.746765,116.901062,-701.991333
1454978677.945649,234.348190,117.203033,-702.139099
1454978677.965699,234.199066,117.352142,-702.515442
1454978677.985718,233.974655,117.501541,-702.292236
1454978678.005768,234.050308,117.651901,-702.217285
1454978678.025818,233.901596,117.951508,-702.069214
1454978678.045899,234.504044,118.478470,-702.217712
1454978678.065949,233.678711,118.400558,-702.222046
1454978678.085999,233.904770,118.626266,-702.296570
1454978678.106049,234.206802,119.077332,-702.296509
1454978678.126099,234.283142,119.377670,-702.222168
1454978678.146119,235.334518,119.681320,-702.292358
1454978678.166169,234.660141,119.829071,-702.146606
1454978678.186219,235.335129,119.831467,-702.142883
1454978678.206269,236.010391,119.908997,-701.989441
1454978678.226288,235.787094,120.283203,-701.992004
1454978678.246338,236.466125,121.185745,-701.841431
1454978678.266388,236.244141,121.859985,-701.770020
1454978678.286408,236.095963,122.234253,-701.997192
